CUST_ID,name,GENDER_CD,EDUCATION_CD,SUBS_TENURE,TOT_OB_CALL_INTL_ROAM_CNT,TOT_DAY_LAST_COMPLAINT_CNT,TOT_DAY_LAST_SUSPENDED_CNT,MTH_TO_SUBS_END_CNT,TOT_SRV_DROPPED_CNT,TOT_SRV_ADDED_CNT,BARRING_REASON_CD,REV_AMT_BASE_1,REV_AMT_BASE_2,CUST_AGE,PCT_CHNG_IB_SMS_CNT,CHURN_FLG,SET
4148,Stanford U Howarth,F, .,84,0.548701112,20,10,2,1,3,0,426,373,28,1.610062893,0,serve6
3885,Chelsea I Warner,F, .,162,0.064795436,19,6,3,1,1,0,565,776,56,1.333333333,0,serve6
6158,Debbie I Fisher,F, .,96,0.129901083,21,4,1,1,3,2,676,520,24,0.948356808,0,serve6
6536,Christian R Walter,F, .,120,0.30142741,9,6,1,1,0,1,213,254,49,0.844221106,0,serve6
5113,Sumantha O Hartley,F, .,126,0.083078384,13,14,2,1,1,1,357,1056,28,1.258883249,0,serve6
2577,Leo D Grant,F, .,114,0.383696054,13,3,4,1,1,2,655,416,46,0.901408451,0,serve6
1437,Jill N Rutherford,F, .,78,0.272935014,18,9,2,0,3,3,687,686,36,2.0625,0,serve6
7559,Cameron Z Warton,M, .,90,0.039469366,1,0,3,1,0,1,982,1227,40,0.774193548,0,serve6
6279,Sally T Carson,M,6,174,1.21639217,15,9,3,1,2,0,604,323,42,1.367521368,0,serve6
6646,Christina E Birch,M,6,108,0.004656713,20,23,3,0,2,3,1056,1219,52,1.309278351,0,serve6
3609,Clements M Robinson,M,2,150,0.088294049,6,8,2,1,0,1,796,986,33,2.454545455,0,serve6
4427,Steve A Watson,M,1,84,0.197194397,14,16,2,1,1,1,607,565,33,0.867579909,0,serve6
1140,Michelle A Muldowney,M,1,90,2.718207674,20,25,3,1,1,0,967,1361,29,0.651162791,0,serve6
1257,Arlene B Green,M,1,150,0.122153753,5,20,2,0,3,0,357,530,39,1.647727273,0,serve6
5071,Ana F Stuward,F,2,120,0.92211266,1,12,3,1,2,0,790,514,28,1.287958115,0,serve6
2172,David C Wood,F,1,72,0.041995496,5,4,2,1,1,0,1022,336,62,3.8,0,serve6
1140,Jhon M Winters,M,1,126,0.537910257,13,10,2,2,1,0,234,422,33,1.673684211,0,serve6
5836,Pauline U Murray,M,2,90,0.230829211,20,7,4,0,2,2,776,1000,26,1.6,0,serve6
3874,Augustine Q Whitehall,F,1,60,0.02464596,9,20,1,0,0,1,509,596,53,0.740740741,0,serve6
6844,Cummins N Atkins,M,1,102,0.603008477,13,13,2,1,2,2,712,1026,42,0.9,0,serve6
830,Ian U Gray,F,2,114,0.247391348,0,21,2,1,0,1,462,706,61,1.291005291,0,serve6
7319,Jhonny M Lee,F,1,156,2.401568533,8,3,3,0,1,3,844,955,57,0.946564886,0,serve6
1683,Steward W Cooke,M, .,102,0.413027081,11,12,1,1,1,1,254,624,34,0.37948718,0,serve6
2455,Clint M Burton,M,1,138,1.566467104,10,24,1,1,0,0,322,494,39,0.894472362,0,serve6
6872,Pele A Fowler,M,1,90,2.886760829,17,17,3,0,3,3,770,921,29,1.150214592,0,serve6
3208,Adolph W Goodman,M,2,90,1.348682027,21,25,4,1,2,0,463,1280,51,1.377990431,0,serve6
7667,Pauline O Black,F,2,90,1.474157893,1,23,3,2,2,3,838,1026,47,0.906403941,0,serve6
4563,Clarke V Baldwin,M, .,132,0.424263239,7,21,2,1,1,2,985,716,58,1.853107345,0,serve6
956,Larry L Eastwood,F,1,84,0.810780654,8,6,2,1,1,2,484,1252,43,0.392156863,0,serve6
4216,Leo M Wood,M,1,150,0.360558816,13,13,4,2,2,0,782,560,37,1.329268293,0,serve6
5283,Clara H Lee,M,1,96,0.471680323,13,18,3,1,3,2,838,436,41,1.570680628,0,serve6
3329,Clarke I Burton,F, .,102,0.405393914,18,23,2,0,2,3,982,585,52,1.538461539,0,serve6
7219,Henry   Black,M,1,90,0.302756748,1,12,2,0,0,0,692,526,42,1.807692308,0,serve6
2039,Steward E Wallace,F,1,132,0.056643193,19,4,4,0,2,1,944,936,58,1.579710145,0,serve6
2797,Solomon V Brown,F,2,108,0.611235154,12,10,3,1,3,1,923,229,29,1.055837564,0,serve6
1114,Robert D Donald,M,1,174,1.11375522,18,16,3,0,1,0,921,368,37,0.579124579,0,serve6
4334,Clive L Lintern,F,2,84,0.223639851,16,2,1,1,0,2,415,849,33,1.049382716,0,serve6
1850,Daniels G Grant,M,1,156,0.031882837,5,23,2,2,2,0,848,562,51,1.337016575,0,serve6
3975,Luke R Hartley,F,1,126,0.582321434,3,17,3,2,0,0,640,804,35,1.607594937,0,serve6
2520,Jill I Morton,F,2,162,0.27805308,26,25,3,2,0,2,274,1043,38,1.963636364,0,serve6
823,Marilyn U Powell,M,2,96,0.333048914,10,8,2,2,1,2,1091,890,33,0.955555556,0,serve6
4484,Anne   Marshall,M,2,66,0.446204798,30,17,2,1,1,2,839,1003,60,1.546961326,0,serve6
